external_gene_name,number_of_paralogues,paralogue
ANKRD65,4,Yes
ANKRD7,1,Yes
ANKS1A,1,Yes
ANKS1B,1,Yes
ANKS4B,1,Yes
ANKS6,2,Yes
ANKUB1,11,Yes
ANLN,2,Yes
ANO1,10,Yes
ANO10,10,Yes
ANO2,10,Yes
ANO3,10,Yes
ANO4,10,Yes
ANO5,10,Yes
ANO6,10,Yes
ANO7,10,Yes
ANO8,10,Yes
ANO9,10,Yes
ANP32A,3,Yes
ANP32B,3,Yes
ANP32D,3,Yes
ANP32E,3,Yes
ANPEP,11,Yes
ANTXR1,2,Yes
ANTXR2,2,Yes
ANTXRL,2,Yes
ANXA1,12,Yes
ANXA10,12,Yes
ANXA11,12,Yes
ANXA13,12,Yes
ANXA2,12,Yes
ANXA3,12,Yes
ANXA4,12,Yes
ANXA5,12,Yes
ANXA6,12,Yes
ANXA7,12,Yes
ANXA8,12,Yes
ANXA8L1,12,Yes
ANXA9,12,Yes
AOC1,2,Yes
AOC2,2,Yes
AOC3,2,Yes
AOPEP,11,Yes
AOX1,1,Yes
AP000295.1,12,Yes
AP000311.1,1,Yes
AP000350.4,14,Yes
AP000552.3,1,Yes
AP000646.1,2,Yes
AP000781.2,2,Yes
AP000812.4,3,Yes
AP000944.2,1,Yes
AP001267.5,20,Yes
AP001273.2,1,Yes
AP001453.5,19,Yes
AP001458.2,1,Yes
AP001781.2,3,Yes
AP002373.1,2,Yes
AP002495.1,2,Yes
AP002512.3,93,Yes
AP002748.4,1,Yes
AP002884.3,1,Yes
AP002956.1,3,Yes
AP002990.1,5,Yes
AP003071.5,27,Yes
AP003108.2,1,Yes
AP003419.1,1,Yes
AP004243.1,16,Yes
AP1B1,4,Yes
AP1G1,4,Yes
AP1G2,4,Yes
AP1M1,8,Yes
AP1M2,8,Yes
AP1S1,6,Yes
AP1S2,6,Yes
AP1S3,6,Yes
AP2A1,4,Yes
AP2A2,4,Yes
AP2B1,4,Yes
AP2M1,8,Yes
AP2S1,6,Yes
AP3B1,4,Yes
AP3B2,4,Yes
AP3M1,8,Yes
AP3M2,8,Yes
AP3S1,6,Yes
AP3S2,6,Yes
AP4B1,4,Yes
AP4E1,4,Yes
AP4M1,8,Yes
AP4S1,6,Yes
AP5Z1,3,Yes
APBA1,4,Yes
APBA2,4,Yes
APBB1,2,Yes
APBB1IP,4,Yes
APBB2,2,Yes
APBB3,2,Yes
APC,2,Yes
APC2,2,Yes
APCDD1,1,Yes
APCDD1L,1,Yes
APCS,5,Yes
APEH,6,Yes
APEX1,1,Yes
APEX2,1,Yes
APH1A,1,Yes
APH1B,1,Yes
APLNR,7,Yes
APLP1,2,Yes
APLP2,2,Yes
APOA1,3,Yes
APOA4,3,Yes
APOA5,3,Yes
APOBEC1,10,Yes
APOBEC2,10,Yes
APOBEC3A,10,Yes
APOBEC3B,10,Yes
APOBEC3C,10,Yes
APOBEC3D,10,Yes
APOBEC3F,10,Yes
APOBEC3G,10,Yes
APOBEC3H,10,Yes
APOC4,1,Yes
APOC4-APOC2,1,Yes
APOE,3,Yes
APOH,40,Yes
APOL1,6,Yes
APOL2,6,Yes
APOL3,6,Yes
APOL4,6,Yes
APOL5,6,Yes
APOL6,6,Yes
APOLD1,6,Yes
APOO,1,Yes
APOOL,1,Yes
APP,2,Yes
APPBP2,7,Yes
APPL1,28,Yes
APPL2,28,Yes
APTX,1,Yes
AQP1,12,Yes
AQP10,12,Yes
AQP11,2,Yes
AQP12A,2,Yes
AQP12B,2,Yes
AQP2,12,Yes
AQP3,12,Yes
AQP4,12,Yes
AQP5,12,Yes
AQP6,12,Yes
AQP7,12,Yes
AQP8,12,Yes
AQP9,12,Yes
AQR,10,Yes
AR,8,Yes
ARAF,24,Yes
ARAP1,28,Yes
ARAP2,28,Yes
ARAP3,28,Yes
AREG,5,Yes
AREL1,25,Yes
ARF1,32,Yes
ARF3,32,Yes
ARF4,32,Yes
ARF5,32,Yes
ARF6,32,Yes
ARFGAP1,28,Yes
ARFGAP2,28,Yes
ARFGAP3,28,Yes
ARFGEF1,16,Yes
ARFGEF2,16,Yes
ARFIP1,2,Yes
ARFIP2,2,Yes
ARFRP1,32,Yes
ARG1,2,Yes
ARG2,2,Yes
ARGFX,50,Yes
ARHGAP1,2,Yes
ARHGAP10,3,Yes
ARHGAP11A,2,Yes
ARHGAP11B,2,Yes
ARHGAP12,3,Yes
ARHGAP15,3,Yes
ARHGAP17,3,Yes
ARHGAP18,4,Yes
ARHGAP19,4,Yes
ARHGAP19-SLIT1,4,Yes
ARHGAP20,1,Yes
ARHGAP21,1,Yes
ARHGAP22,2,Yes
ARHGAP23,1,Yes
ARHGAP24,2,Yes
ARHGAP25,2,Yes
ARHGAP26,3,Yes
ARHGAP27,3,Yes
ARHGAP28,4,Yes
ARHGAP29,2,Yes
ARHGAP30,3,Yes
ARHGAP31,3,Yes
ARHGAP32,3,Yes
ARHGAP33,3,Yes
ARHGAP35,5,Yes
ARHGAP36,1,Yes
ARHGAP4,5,Yes
ARHGAP40,4,Yes
ARHGAP42,3,Yes
ARHGAP44,3,Yes
ARHGAP5,2,Yes
ARHGAP6,1,Yes
ARHGAP8,2,Yes
ARHGAP9,3,Yes
ARHGDIA,2,Yes
ARHGDIB,2,Yes
ARHGDIG,2,Yes
ARHGEF1,9,Yes
ARHGEF10,2,Yes
ARHGEF10L,2,Yes
ARHGEF11,9,Yes
ARHGEF12,9,Yes
ARHGEF15,6,Yes
ARHGEF16,6,Yes
ARHGEF17,2,Yes
ARHGEF18,9,Yes
ARHGEF19,6,Yes
ARHGEF2,9,Yes
ARHGEF25,25,Yes
ARHGEF26,6,Yes
ARHGEF28,9,Yes
ARHGEF3,9,Yes
ARHGEF35,6,Yes
ARHGEF37,2,Yes
ARHGEF38,2,Yes
ARHGEF39,10,Yes
ARHGEF4,25,Yes
ARHGEF40,25,Yes
ARHGEF5,6,Yes
ARHGEF6,25,Yes
ARHGEF7,25,Yes
ARHGEF9,25,Yes
ARID1A,1,Yes
ARID1B,1,Yes
ARID3A,2,Yes
ARID3B,2,Yes
ARID3C,2,Yes
ARID4A,3,Yes
ARID4B,3,Yes
ARID5A,3,Yes
ARID5B,3,Yes
ARIH1,9,Yes
ARIH2,9,Yes
ARL1,32,Yes
ARL10,32,Yes
ARL11,32,Yes
ARL13A,32,Yes
ARL13B,32,Yes
ARL14,32,Yes
ARL14EP,8,Yes
ARL14EPL,8,Yes
ARL15,32,Yes
ARL16,32,Yes
ARL17A,32,Yes
ARL17B,32,Yes
ARL2,32,Yes
ARL2-SNX15,32,Yes
ARL3,32,Yes
ARL4A,32,Yes
ARL4C,32,Yes
ARL4D,32,Yes
ARL5A,32,Yes
ARL5B,32,Yes
ARL5C,32,Yes
ARL6,32,Yes
ARL6IP1,1,Yes
ARL6IP5,1,Yes
ARL8A,32,Yes
ARL8B,32,Yes
ARL9,32,Yes
ARMC10,11,Yes
ARMC12,11,Yes
ARMC3,4,Yes
ARMC4,4,Yes
ARMCX1,11,Yes
ARMCX2,11,Yes
ARMCX3,11,Yes
ARMCX4,11,Yes
ARMCX5,11,Yes
ARMCX5-GPRASP2,11,Yes
ARMCX6,11,Yes
ARNT,6,Yes
ARNT2,6,Yes
ARNTL,6,Yes
ARNTL2,6,Yes
ARPC1A,2,Yes
ARPC1B,2,Yes
ARPC4-TTLL3,14,Yes
ARPC5,1,Yes
ARPC5L,1,Yes
ARPIN,1,Yes
ARPIN-AP3S2,1,Yes
ARPP19,1,Yes
ARPP21,3,Yes
ARR3,3,Yes
ARRB1,3,Yes
ARRB2,3,Yes
ARRDC1,5,Yes
ARRDC2,5,Yes
ARRDC3,5,Yes
ARRDC4,5,Yes
ARRDC5,5,Yes
ARSA,17,Yes
ARSB,17,Yes
ARSD,17,Yes
ARSE,17,Yes
ARSF,17,Yes
ARSG,17,Yes
ARSH,17,Yes
ARSI,17,Yes
ARSJ,17,Yes
ARSK,17,Yes
ART1,3,Yes
ART3,3,Yes
ART4,3,Yes
ART5,3,Yes
ARTN,3,Yes
ARVCF,6,Yes
ARX,50,Yes
AS3MT,4,Yes
ASAH1,1,Yes
ASAH2,1,Yes
ASAH2B,1,Yes
ASAP1,28,Yes
ASAP2,28,Yes
ASAP3,28,Yes
ASB1,1,Yes
ASB10,7,Yes
ASB11,2,Yes
ASB12,1,Yes
ASB14,7,Yes
ASB15,7,Yes
ASB16,7,Yes
ASB18,7,Yes
ASB2,2,Yes
ASB3,7,Yes
ASB4,7,Yes
ASB5,2,Yes
ASB7,3,Yes
ASB9,2,Yes
ASCC3,8,Yes
ASCL1,4,Yes
ASCL2,4,Yes
ASCL3,4,Yes
ASCL4,4,Yes
ASCL5,4,Yes
ASF1A,1,Yes
ASF1B,1,Yes
ASGR1,14,Yes
ASGR2,14,Yes
ASH1L,20,Yes
ASIC1,8,Yes
ASIC2,8,Yes
ASIC3,8,Yes
ASIC4,8,Yes
ASIC5,8,Yes
ASIP,1,Yes
ASL,3,Yes
ASMT,1,Yes
ASMTL,1,Yes
ASNS,2,Yes
ASNSD1,2,Yes
ASPA,1,Yes
ASPH,2,Yes
ASPHD1,2,Yes
ASPHD2,2,Yes
ASPM,7,Yes
ASPN,22,Yes
ASPSCR1,1,Yes
ASRGL1,2,Yes
ASTL,37,Yes
ASTN1,1,Yes
ASTN2,1,Yes
ASXL1,2,Yes
ASXL2,2,Yes
ASXL3,2,Yes
ASZ1,1,Yes
ATAD1,10,Yes
ATAD2,1,Yes
ATAD2B,1,Yes
ATAD3A,2,Yes
ATAD3B,2,Yes
ATAD3C,2,Yes
ATAD5,1,Yes
ATCAY,3,Yes
ATF1,9,Yes
ATF2,3,Yes
ATF3,8,Yes
ATF4,1,Yes
ATF5,1,Yes
ATF6,9,Yes
ATF6B,9,Yes
ATF7,3,Yes
ATF7-NPFF,3,Yes
ATF7IP,1,Yes
ATF7IP2,1,Yes
ATG16L1,1,Yes
ATG16L2,1,Yes
ATG2A,1,Yes
ATG2B,1,Yes
ATG4A,3,Yes
ATG4B,3,Yes
ATG4C,3,Yes
ATG4D,3,Yes
ATG7,9,Yes
ATG9A,2,Yes
ATG9B,2,Yes
ATL1,10,Yes
ATL2,10,Yes
ATL3,10,Yes
ATM,5,Yes
ATMIN,3,Yes
ATN1,1,Yes
ATOH1,15,Yes
ATOH7,15,Yes
ATOH8,15,Yes
ATP10A,13,Yes
ATP10B,13,Yes
ATP10D,13,Yes
ATP11A,13,Yes
ATP11B,13,Yes
ATP11C,13,Yes
ATP12A,22,Yes
ATP13A1,22,Yes
ATP13A2,22,Yes
ATP13A3,22,Yes
ATP13A4,22,Yes
ATP13A5,22,Yes
ATP1A1,22,Yes
ATP1A2,22,Yes
ATP1A3,22,Yes
ATP1A4,22,Yes
ATP1B1,4,Yes
ATP1B2,4,Yes
ATP1B3,4,Yes
ATP1B4,4,Yes
ATP2A1,22,Yes
ATP2A2,22,Yes
ATP2A3,22,Yes
ATP2B1,22,Yes
ATP2B2,22,Yes
ATP2B3,22,Yes
ATP2B4,22,Yes
ATP2C1,22,Yes
ATP2C2,22,Yes
ATP4A,22,Yes
ATP4B,4,Yes
ATP5F1A,4,Yes
ATP5F1B,4,Yes
ATP5IF1,2,Yes
ATP5MC1,2,Yes
ATP5MC2,2,Yes
ATP5MC3,2,Yes
ATP5MF-PTCD1,2,Yes
ATP5MG,1,Yes
ATP5MGL,1,Yes
ATP5PO,1,Yes
ATP6AP1,1,Yes
ATP6AP1L,1,Yes
ATP6V0A1,3,Yes
ATP6V0A2,3,Yes
ATP6V0A4,3,Yes
ATP6V0B,1,Yes
ATP6V0C,1,Yes
ATP6V0D1,1,Yes
ATP6V0D2,1,Yes
ATP6V0E1,1,Yes
ATP6V0E2,1,Yes
ATP6V1A,4,Yes
ATP6V1B1,4,Yes
ATP6V1B2,4,Yes
ATP6V1C1,1,Yes
ATP6V1C2,1,Yes
ATP6V1E1,1,Yes
ATP6V1E2,1,Yes
ATP6V1G1,3,Yes
ATP6V1G2,3,Yes
ATP6V1G2-DDX39B,3,Yes
ATP6V1G3,3,Yes
ATP7A,22,Yes
ATP7B,22,Yes
ATP8A1,13,Yes
ATP8A2,13,Yes
ATP8B1,13,Yes
ATP8B2,13,Yes
ATP8B3,13,Yes
ATP8B4,13,Yes
ATP9A,13,Yes
ATP9B,13,Yes
ATPSCKMT,1,Yes
ATR,5,Yes
ATRN,28,Yes
ATRNL1,28,Yes
ATRX,35,Yes
ATXN1,1,Yes
ATXN1L,1,Yes
ATXN2,1,Yes
ATXN2L,1,Yes
ATXN3,1,Yes
ATXN3L,1,Yes
ATXN7,5,Yes
ATXN7L1,4,Yes
ATXN7L2,4,Yes
ATXN7L3,4,Yes
ATXN7L3B,4,Yes
AUH,13,Yes
AURKA,2,Yes
AURKB,2,Yes
AURKC,2,Yes
AUTS2,2,Yes
AVIL,7,Yes
AVP,1,Yes
AVPR1A,16,Yes
AVPR1B,16,Yes
AVPR2,16,Yes
AWAT1,6,Yes
AWAT2,6,Yes
AXIN1,23,Yes
AXIN2,23,Yes
AXL,54,Yes
AZGP1,23,Yes
AZI2,1,Yes
AZIN1,2,Yes
AZIN2,2,Yes
AZU1,6,Yes
B2M,14,Yes
B3GALNT1,15,Yes
B3GALNT2,15,Yes
B3GALT1,15,Yes
B3GALT2,15,Yes
B3GALT4,15,Yes
B3GALT5,15,Yes
B3GALT6,15,Yes
B3GAT1,2,Yes
B3GAT2,2,Yes
B3GAT3,2,Yes
B3GLCT,3,Yes
B3GNT10,15,Yes
B3GNT2,15,Yes
B3GNT3,15,Yes
B3GNT4,15,Yes
B3GNT5,15,Yes
B3GNT6,15,Yes
B3GNT7,15,Yes
B3GNT8,15,Yes
B3GNT9,15,Yes
B4GALNT1,1,Yes
B4GALNT2,1,Yes
B4GALNT3,7,Yes
B4GALNT4,7,Yes
B4GALT1,6,Yes
B4GALT2,6,Yes
B4GALT3,6,Yes
B4GALT4,6,Yes
B4GALT5,6,Yes
B4GALT6,6,Yes
B4GALT7,6,Yes
B4GAT1,5,Yes
B9D1,2,Yes
B9D2,2,Yes
BAAT,4,Yes
BABAM1,1,Yes
BACE1,10,Yes
BACE2,10,Yes
BACH1,55,Yes
BACH2,55,Yes
BAG3,2,Yes
BAG4,2,Yes
BAG5,2,Yes
BAHCC1,2,Yes
BAHD1,2,Yes
BAIAP2,2,Yes
BAIAP2L1,2,Yes
BAIAP2L2,2,Yes
BAIAP3,1,Yes
BAK1,7,Yes
BAMBI,1,Yes
BANF1,1,Yes
BANF2,1,Yes
BANK1,1,Yes
BAP1,3,Yes
BARHL1,3,Yes
BARHL2,3,Yes
BARX1,3,Yes
BARX2,3,Yes
BATF,8,Yes
BATF2,8,Yes
BATF3,8,Yes
BAX,7,Yes
BAZ1A,11,Yes
BAZ1B,11,Yes
BAZ2A,11,Yes
BAZ2B,11,Yes
BBOF1,1,Yes
BBOX1,1,Yes
BBS1,1,Yes
BBS12,13,Yes
BBS4,14,Yes
BBS5,1,Yes
BBX,1,Yes
BCAM,3,Yes
BCAN,7,Yes
BCAP29,1,Yes
BCAP31,1,Yes
BCAR1,3,Yes
BCAR3,2,Yes
BCAS4,1,Yes
BCAT1,1,Yes
BCAT2,1,Yes
BCDIN3D,1,Yes
BCHE,13,Yes
BCKDHA,3,Yes
BCKDHB,4,Yes
BCKDK,4,Yes
BCL11A,14,Yes
BCL11B,14,Yes
BCL2,7,Yes
BCL2A1,7,Yes
BCL2L1,7,Yes
BCL2L11,2,Yes
BCL2L12,1,Yes
BCL2L14,1,Yes
BCL2L2,7,Yes
BCL2L2-PABPN1,2,Yes
BCL3,16,Yes
BCL6,29,Yes
BCL6B,29,Yes
BCL7A,2,Yes
BCL7B,2,Yes
BCL7C,2,Yes
BCL9,1,Yes
BCL9L,1,Yes
BCLAF1,2,Yes
BCLAF3,2,Yes
BCO1,2,Yes
BCO2,2,Yes
BCOR,1,Yes
BCORL1,1,Yes
BCR,1,Yes
BDH1,26,Yes
BDKRB1,7,Yes
BDKRB2,7,Yes
BDNF,3,Yes
BECN1,1,Yes
BECN2,1,Yes
BEND2,5,Yes
BEST1,3,Yes
BEST2,3,Yes
BEST3,3,Yes
BEST4,3,Yes
BEX1,3,Yes
BEX2,3,Yes
BEX3,3,Yes
BEX5,3,Yes
BFSP2,69,Yes
BGN,22,Yes
BHLHA15,15,Yes
BHLHA9,13,Yes
BHLHB9,11,Yes
BHLHE22,15,Yes
BHLHE23,15,Yes
BHLHE40,12,Yes
BHLHE41,12,Yes
BHMT,4,Yes
BHMT2,4,Yes
BICC1,2,Yes
BICD1,1,Yes
BICD2,1,Yes
BICDL1,2,Yes
BICDL2,2,Yes
BICRA,1,Yes
BICRAL,1,Yes
BIN1,3,Yes
BIN2,3,Yes
BIN3,3,Yes
BIRC2,8,Yes
BIRC3,8,Yes
BIRC5,8,Yes
BIRC6,8,Yes
BIRC7,8,Yes
BIRC8,8,Yes
BIVM,2,Yes
BIVM-ERCC5,2,Yes
BLK,32,Yes
BLM,4,Yes
BLNK,3,Yes
BLOC1S1,1,Yes
BLOC1S2,2,Yes
BLOC1S4,1,Yes
BLOC1S5,1,Yes
BLOC1S5-TXNDC5,1,Yes
BLVRA,3,Yes
BMI1,8,Yes
BMP1,37,Yes
BMP10,32,Yes
BMP15,32,Yes
BMP2,32,Yes
BMP2K,2,Yes
BMP3,32,Yes
BMP4,32,Yes
BMP5,32,Yes
BMP6,32,Yes
BMP7,32,Yes
BMP8A,32,Yes
BMP8B,32,Yes
BMPER,19,Yes
BMPR1A,11,Yes
BMPR1B,11,Yes
BMPR2,11,Yes
BMS1,1,Yes
BMX,32,Yes
BNC1,1,Yes
BNC2,1,Yes
BNIP2,3,Yes
BNIP3,1,Yes
BNIP3L,1,Yes
BNIPL,3,Yes
BOC,36,Yes
BOD1,2,Yes
BOD1L1,2,Yes
BOD1L2,2,Yes
BOK,7,Yes
BOLA1,3,Yes
BOLA2,3,Yes
BOLA2B,3,Yes
BOLA3,3,Yes
BOLL,5,Yes
BORCS7,1,Yes
BORCS7-ASMT,1,Yes
BORCS8,1,Yes
BORCS8-MEF2B,1,Yes
BPGM,3,Yes
BPHL,12,Yes
BPI,12,Yes
BPIFA1,12,Yes
BPIFA2,12,Yes
BPIFA3,12,Yes
BPIFB1,12,Yes
BPIFB2,12,Yes
BPIFB3,12,Yes
BPIFB4,12,Yes
BPIFB6,12,Yes
BPIFC,12,Yes
BPNT1,4,Yes
BPTF,11,Yes
BPY2,2,Yes
BPY2B,2,Yes
BPY2C,2,Yes
BRAF,24,Yes
BRCC3,3,Yes
BRD1,8,Yes
BRD2,11,Yes
BRD3,11,Yes
BRD4,11,Yes
BRD7,2,Yes
BRD9,2,Yes
BRDT,11,Yes
BRF1,2,Yes
BRF2,2,Yes
BRICD5,3,Yes
BRINP1,2,Yes
BRINP2,2,Yes
BRINP3,2,Yes
BRIP1,4,Yes
BRMS1,2,Yes
BRMS1L,2,Yes
BRPF1,8,Yes
BRPF3,8,Yes
BRS3,15,Yes
BRSK1,18,Yes
BRSK2,18,Yes
BRWD1,2,Yes
BRWD3,2,Yes
BSDC1,1,Yes
BSG,3,Yes
BSN,1,Yes
BSPH1,1,Yes
BSPRY,84,Yes
BST1,1,Yes
BSX,9,Yes
BTAF1,35,Yes
BTBD1,11,Yes
BTBD10,1,Yes
BTBD11,11,Yes
BTBD16,3,Yes
BTBD17,2,Yes
BTBD18,55,Yes
BTBD2,11,Yes
BTBD3,11,Yes
BTBD6,11,Yes
BTBD8,1,Yes
BTBD9,11,Yes
BTC,5,Yes
BTD,3,Yes
BTF3,3,Yes
BTF3L4,3,Yes
BTG1,3,Yes
BTG2,3,Yes
BTG3,3,Yes
BTG4,3,Yes
BTK,32,Yes
BTN1A1,16,Yes
BTN2A1,16,Yes
BTN2A2,16,Yes
BTN3A1,16,Yes
BTN3A2,16,Yes
BTN3A3,16,Yes
BTNL2,16,Yes
BTNL3,16,Yes
BTNL8,16,Yes
BTNL9,16,Yes
BTRC,14,Yes
BUB1,2,Yes
BUB1B,2,Yes
BUB1B-PAK6,2,Yes
BUB3,2,Yes
BVES,2,Yes
BX072566.1,16,Yes
BX276092.9,2,Yes
BZW1,1,Yes
BZW2,1,Yes
C10orf120,3,Yes
C10orf90,3,Yes
C11orf24,2,Yes
C11orf88,5,Yes
C11orf98,1,Yes
C12orf50,2,Yes
C12orf74,1,Yes
C14orf178,5,Yes
C15orf48,2,Yes
C15orf62,5,Yes
C15orf65,1,Yes
C16orf70,1,Yes
C16orf95,1,Yes
C16orf96,4,Yes
C17orf113,6,Yes
C17orf49,1,Yes
C17orf99,18,Yes
C18orf25,2,Yes
C19orf33,1,Yes
C1GALT1,2,Yes
C1GALT1C1,2,Yes
C1GALT1C1L,2,Yes
C1orf194,4,Yes
C1orf226,11,Yes
C1orf53,1,Yes
C1orf68,20,Yes
C1QA,24,Yes
C1QB,24,Yes
C1QC,24,Yes
C1QL1,24,Yes
C1QL2,24,Yes
C1QL3,24,Yes
C1QL4,24,Yes
C1QTNF1,24,Yes
C1QTNF12,1,Yes
C1QTNF2,24,Yes
C1QTNF3,24,Yes
C1QTNF3-AMACR,24,Yes
C1QTNF4,24,Yes
C1QTNF5,24,Yes
C1QTNF6,24,Yes
C1QTNF7,24,Yes
C1QTNF8,24,Yes
C1QTNF9,24,Yes
C1QTNF9B,24,Yes
C1R,17,Yes
C1RL,17,Yes
C1S,17,Yes
C2,40,Yes
C20orf141,1,Yes
C20orf173,15,Yes
C20orf202,3,Yes
C20orf85,1,Yes
C21orf59-TCP10L,1,Yes
C22orf42,1,Yes
C2CD2,1,Yes
C2CD2L,1,Yes
C2CD4A,31,Yes
C2CD4B,31,Yes
C2CD4C,31,Yes
C2CD4D,31,Yes
C2orf50,1,Yes
C2orf66,1,Yes
C2orf81,1,Yes
C2orf83,3,Yes
C3,8,Yes
C3AR1,8,Yes
C3orf20,2,Yes
C3orf56,5,Yes
C3orf67,1,Yes
C4A,8,Yes
C4B,8,Yes
C4BPA,40,Yes
C4BPB,40,Yes
C4orf36,1,Yes
C5,8,Yes
C5AR1,8,Yes
C5AR2,8,Yes
C6,40,Yes
C7,40,Yes
C8A,40,Yes
C8B,40,Yes
C8orf58,1,Yes
C8orf74,1,Yes
C8orf76,1,Yes
C9,40,Yes
C9orf116,1,Yes
C9orf129,3,Yes
CA1,14,Yes
CA10,14,Yes
CA11,14,Yes
CA12,14,Yes
CA13,14,Yes
CA14,14,Yes
CA2,14,Yes
CA3,14,Yes
CA4,14,Yes
CA5A,14,Yes
CA5B,14,Yes
CA6,14,Yes
CA7,14,Yes
CA8,14,Yes
CA9,14,Yes
CAB39,1,Yes
CAB39L,1,Yes
CABLES1,1,Yes
CABLES2,1,Yes
CABP1,20,Yes
CABP2,20,Yes
CABP4,20,Yes
CABP5,20,Yes
CABP7,20,Yes
CACHD1,4,Yes
CACNA1A,27,Yes
CACNA1B,27,Yes
CACNA1C,27,Yes
CACNA1D,27,Yes
CACNA1E,27,Yes
CACNA1F,27,Yes
CACNA1G,27,Yes
CACNA1H,27,Yes
CACNA1I,27,Yes
CACNA1S,27,Yes
CACNA2D1,4,Yes
CACNA2D2,4,Yes
CACNA2D3,4,Yes
CACNA2D4,4,Yes
CACNB1,4,Yes
CACNB2,4,Yes
CACNB3,4,Yes
CACNB4,4,Yes
CACNG1,1,Yes
CACNG2,5,Yes
CACNG3,5,Yes
CACNG4,5,Yes
CACNG5,5,Yes
CACNG6,1,Yes
CACNG7,5,Yes
CACNG8,5,Yes
CACTIN,2,Yes
CACUL1,7,Yes
CAD,2,Yes
CADM1,14,Yes
CADM2,14,Yes
CADM3,14,Yes
CADM4,14,Yes
CALB1,2,Yes
CALB2,2,Yes
CALCA,2,Yes
CALCB,2,Yes
CALCOCO1,2,Yes
CALCOCO2,2,Yes
CALCR,44,Yes
CALCRL,44,Yes
CALD1,1,Yes
CALHM1,5,Yes
CALHM2,5,Yes
CALHM3,5,Yes
CALHM4,5,Yes
CALHM5,5,Yes
CALHM6,5,Yes
CALM1,20,Yes
CALM2,20,Yes
CALM3,20,Yes
CALML3,20,Yes
CALML4,20,Yes
CALML5,20,Yes
CALML6,20,Yes
CALN1,20,Yes
CALR,3,Yes
CALR3,3,Yes
CALU,5,Yes
CALY,2,Yes
CAMK1,22,Yes
CAMK1D,22,Yes
CAMK1G,22,Yes
CAMK2A,22,Yes
CAMK2B,22,Yes
CAMK2D,22,Yes
CAMK2G,22,Yes
CAMK2N1,1,Yes
CAMK2N2,1,Yes
CAMK4,6,Yes
CAMKK1,22,Yes
CAMKK2,22,Yes
CAMKV,22,Yes
CAMSAP1,2,Yes
CAMSAP2,2,Yes
CAMSAP3,2,Yes
CAMTA1,1,Yes
CAMTA2,1,Yes
CAND1,1,Yes
CAND2,1,Yes
CANX,3,Yes
CAP1,1,Yes
CAP2,1,Yes
CAPG,7,Yes
CAPN1,20,Yes
CAPN10,20,Yes
CAPN11,20,Yes
CAPN12,20,Yes
CAPN13,20,Yes
CAPN14,20,Yes
CAPN15,20,Yes
CAPN2,20,Yes
CAPN3,20,Yes
CAPN5,20,Yes
CAPN6,20,Yes
CAPN7,20,Yes
CAPN8,20,Yes
CAPN9,20,Yes
CAPNS1,20,Yes
CAPNS2,20,Yes
CAPRIN1,1,Yes
CAPRIN2,1,Yes
CAPS,5,Yes
CAPS2,5,Yes
CAPSL,5,Yes
CAPZA1,2,Yes
CAPZA2,2,Yes
CAPZA3,2,Yes
CARD10,3,Yes
CARD11,3,Yes
CARD14,3,Yes
CARD16,17,Yes
CARD17,17,Yes
CARD18,17,Yes
CARD6,1,Yes
CARD9,3,Yes
CARHSP1,1,Yes
CARM1,7,Yes
CARMIL1,4,Yes
CARMIL2,4,Yes
CARMIL3,4,Yes
CARNS1,2,Yes
CARS,1,Yes
CARS2,1,Yes
CASC4,1,Yes
CASK,7,Yes
CASKIN1,1,Yes
CASKIN2,1,Yes
CASP1,17,Yes
CASP10,17,Yes
CASP14,17,Yes
CASP2,17,Yes
CASP3,17,Yes
CASP4,17,Yes
CASP5,17,Yes
CASP6,17,Yes
CASP7,17,Yes
CASP8,17,Yes
CASP9,17,Yes
CASQ1,1,Yes
CASQ2,1,Yes
CASR,4,Yes
CASS4,3,Yes
CASTOR1,2,Yes
CASTOR2,2,Yes
CASTOR3,2,Yes
CATIP,1,Yes
CATSPER1,27,Yes
CATSPER2,27,Yes
CATSPER3,27,Yes
CATSPER4,27,Yes
CAV1,2,Yes
CAV2,2,Yes
CAV3,2,Yes
CAVIN1,3,Yes
CAVIN2,3,Yes
CAVIN3,3,Yes
CAVIN4,3,Yes
CBFA2T2,2,Yes
CBFA2T3,2,Yes
CBL,2,Yes
CBLB,2,Yes
CBLC,2,Yes
CBLIF,2,Yes
CBLL1,1,Yes
CBLL2,1,Yes
CBLN1,3,Yes
CBLN2,3,Yes
CBLN3,3,Yes
CBLN4,3,Yes
CBR1,13,Yes
CBR3,13,Yes
CBS,6,Yes
CBSL,6,Yes
CBWD1,4,Yes
CBWD2,4,Yes
CBWD3,4,Yes
CBWD5,4,Yes
CBWD6,4,Yes
CBX1,8,Yes
CBX2,8,Yes
CBX3,8,Yes
CBX4,8,Yes
CBX5,8,Yes
CBX6,8,Yes
CBX7,8,Yes
CBX8,8,Yes
CBY1,3,Yes
CBY3,3,Yes
CC2D1A,1,Yes
CC2D1B,1,Yes
CC2D2A,2,Yes
CC2D2B,2,Yes
CCAR1,1,Yes
CCAR2,1,Yes
CCDC102A,44,Yes
CCDC102B,44,Yes
CCDC112,1,Yes
CCDC114,3,Yes
CCDC120,1,Yes
CCDC122,7,Yes
CCDC126,2,Yes
CCDC13,1,Yes
CCDC130,1,Yes
CCDC136,2,Yes
